month,year,date,well_number,depth_to_water,depth_to_water-neg,change
April,2010,4/1/10,7,33.1,-33.1,17.9
April,2011,4/1/11,7,30,-30,3.1
April,2012,4/1/12,7,31.4,-31.4,-1.4
April,2013,4/1/13,7,51.9,-51.9,-20.5
April,2014,4/1/14,7,43.3,-43.3,8.6
August,2007,8/1/07,7,79,-79,NaN
August,2008,8/1/08,7,79.5,-79.5,-0.5
August,2009,8/1/09,7,85.4,-85.4,-5.9
August,2010,8/1/10,7,76,-76,9.4
August,2011,8/1/11,7,72.8,-72.8,3.2
August,2012,8/1/12,7,86.1,-86.1,-13.3
August,2013,8/1/13,7,92.1,-92.1,-6.0
December,2007,12/1/07,7,33.8,-33.8,NaN
December,2008,12/1/08,7,36,-36,-2.2
December,2009,12/1/09,7,40,-40,-4.0
December,2011,12/1/11,7,36,-36,4.0
December,2012,12/1/12,7,38.6,-38.6,-2.6
December,2013,12/1/13,7,41.5,-41.5,-2.9
February,2007,2/1/07,7,29.5,-29.5,NaN
February,2008,2/1/08,7,27.9,-27.9,1.6
February,2009,2/1/09,7,32.9,-32.9,-5.0
February,2010,2/1/10,7,34.6,-34.6,-1.7
February,2011,2/1/11,7,34.1,-34.1,0.5
February,2012,2/1/12,7,33,-33,1.1
February,2013,2/1/13,7,33.8,-33.8,-0.8
February,2014,2/1/14,7,46.5,-46.5,-12.7
January,2007,1/1/07,7,30.4,-30.4,NaN
January,2008,1/1/08,7,30.1,-30.1,0.3
January,2009,1/1/09,7,35.1,-35.1,-5.0
January,2010,1/1/10,7,38,-38,-2.9
January,2011,1/1/11,7,35.8,-35.8,2.2
January,2012,1/1/12,7,37.1,-37.1,-1.3
January,2013,1/1/13,7,37.6,-37.6,-0.5
January,2014,1/1/14,7,56.1,-56.1,-18.5
July,2007,7/1/07,7,87.9,-87.9,NaN
July,2008,7/1/08,7,83.8,-83.8,4.1
July,2009,7/1/09,7,101.4,-101.4,-17.6
July,2010,7/1/10,7,91.3,-91.3,10.1
July,2011,7/1/11,7,77.9,-77.9,13.4
July,2012,7/1/12,7,79.3,-79.3,-1.4
July,2013,7/1/13,7,90,-90,-10.7
July,2014,7/1/14,7,98.1,-98.1,-8.1
June,2007,6/1/07,7,83,-83,NaN
June,2008,6/1/08,7,78.9,-78.9,4.1
June,2009,6/1/09,7,83.3,-83.3,-4.4
June,2010,6/1/10,7,69.9,-69.9,13.4
June,2011,6/1/11,7,70.1,-70.1,-0.2
June,2012,6/1/12,7,75,-75,-4.9
June,2013,6/1/13,7,88,-88,-13.0
June,2014,6/1/14,7,89,-89,-1.0
March,2007,3/1/07,7,41.5,-41.5,NaN
March,2008,3/1/08,7,36,-36,5.5
March,2009,3/1/09,7,31.9,-31.9,4.1
March,2010,3/1/10,7,33.6,-33.6,-1.7
March,2011,3/1/11,7,31.8,-31.8,1.8
March,2012,3/1/12,7,33.4,-33.4,-1.6
March,2013,3/1/13,7,41.9,-41.9,-8.5
March,2014,3/1/14,7,42.6,-42.6,-0.7
May,2007,5/1/07,7,67,-67,NaN
May,2008,5/1/08,7,69,-69,-2.0
May,2009,5/1/09,7,83.3,-83.3,-14.3
May,2010,5/1/10,7,53.4,-53.4,29.9
May,2011,5/1/11,7,51.9,-51.9,1.5
May,2012,5/1/12,7,56.1,-56.1,-4.2
May,2013,5/1/13,7,73,-73,-16.9
May,2014,5/1/14,7,70.2,-70.2,2.8
November,2007,11/1/07,7,37.9,-37.9,NaN
November,2008,11/1/08,7,42.7,-42.7,-4.8
November,2009,11/1/09,7,45.6,-45.6,-2.9
November,2011,11/1/11,7,37.8,-37.8,7.8
November,2012,11/1/12,7,43.9,-43.9,-6.1
November,2013,11/1/13,7,58,-58,-14.1
October,2007,10/1/07,7,43,-43,NaN
October,2008,10/1/08,7,52.8,-52.8,-9.8
October,2009,10/1/09,7,52,-52,0.8
October,2010,10/1/10,7,49.6,-49.6,2.4
October,2011,10/1/11,7,44.4,-44.4,5.2
October,2012,10/1/12,7,52,-52,-7.6
October,2013,10/1/13,7,58,-58,-6.0
September,2007,9/1/07,7,58.3,-58.3,NaN
September,2008,9/1/08,7,66.6,-66.6,-8.3
September,2009,9/1/09,7,75,-75,-8.4
September,2010,9/1/10,7,63.8,-63.8,11.2
September,2011,9/1/11,7,65.2,-65.2,-1.4
September,2012,9/1/12,7,66,-66,-0.8
September,2013,9/1/13,7,62.9,-62.9,3.1
April,2007,4/1/07,EM2,40.7,-40.7,NaN
April,2008,4/1/08,EM2,54.7,-54.7,-14.0
August,2007,8/1/07,EM2,68,-68,NaN
August,2008,8/1/08,EM2,67,-67,1.0
December,2007,12/1/07,EM2,28.4,-28.4,NaN
February,2007,2/1/07,EM2,21.8,-21.8,NaN
February,2008,2/1/08,EM2,23.3,-23.3,-1.5
January,2007,1/1/07,EM2,22,-22,NaN
January,2008,1/1/08,EM2,25.3,-25.3,-3.3
July,2007,7/1/07,EM2,71.9,-71.9,NaN
July,2008,7/1/08,EM2,75.3,-75.3,-3.4
June,2007,6/1/07,EM2,73,-73,NaN
June,2008,6/1/08,EM2,68.1,-68.1,4.9
March,2007,3/1/07,EM2,26.1,-26.1,NaN
March,2008,3/1/08,EM2,25,-25,1.1
May,2007,5/1/07,EM2,78.5,-78.5,NaN
May,2008,5/1/08,EM2,62.9,-62.9,15.6
November,2007,11/1/07,EM2,31,-31,NaN
October,2007,10/1/07,EM2,37,-37,NaN
September,2007,9/1/07,EM2,52.3,-52.3,NaN
April,2007,"April, 2007",EM3,51.1,-51.1,NaN
April,2008,"April, 2008",EM3,60.7,-60.7,-9.6
April,2009,"April, 2009",EM3,43.3,-43.3,17.4
April,2010,"April, 2010",EM3,29,-29,14.3
April,2011,"April, 2011",EM3,29.6,-29.6,-0.6
April,2012,"April, 2012",EM3,24.8,-24.8,4.8
April,2013,"April, 2013",EM3,38.8,-38.8,-14.0
April,2014,"April, 2014",EM3,42.6,-42.6,-3.8
August,2007,"August, 2007",EM3,72.1,-72.1,NaN
August,2008,"August, 2008",EM3,75.3,-75.3,-3.2
August,2009,"August, 2009",EM3,79.1,-79.1,-3.8
August,2010,"August, 2010",EM3,70.5,-70.5,8.6
August,2011,"August, 2011",EM3,71,-71,-0.5
August,2012,"August, 2012",EM3,72.6,-72.6,-1.6
August,2013,"August, 2013",EM3,71.8,-71.8,0.8
December,2007,"December, 2007",EM3,34.4,-34.4,NaN
December,2008,"December, 2008",EM3,31.9,-31.9,2.5
December,2009,"December, 2009",EM3,37,-37,-5.1
December,2011,"December, 2011",EM3,30,-30,7.0
December,2012,"December, 2012",EM3,29.5,-29.5,0.5
December,2013,"December, 2013",EM3,33.6,-33.6,-4.1
February,2007,"February, 2007",EM3,26.2,-26.2,NaN
February,2008,"February, 2008",EM3,27.1,-27.1,-0.9
February,2009,"February, 2009",EM3,28.1,-28.1,-1.0
February,2010,"February, 2010",EM3,32.9,-32.9,-4.8
February,2011,"February, 2011",EM3,28.1,-28.1,4.8
February,2012,"February, 2012",EM3,25.8,-25.8,2.3
February,2013,"February, 2013",EM3,26.5,-26.5,-0.7
February,2014,"February, 2014",EM3,36.9,-36.9,-10.4
January,2007,"January, 2007",EM3,26.4,-26.4,NaN
January,2008,"January, 2008",EM3,28,-28,-1.6
January,2009,"January, 2009",EM3,31.9,-31.9,-3.9
January,2010,"January, 2010",EM3,36.2,-36.2,-4.3
January,2011,"January, 2011",EM3,30.2,-30.2,6.0
January,2012,"January, 2012",EM3,28.7,-28.7,1.5
January,2013,"January, 2013",EM3,26.5,-26.5,2.2
January,2014,"January, 2014",EM3,49.4,-49.4,-22.9
July,2007,"July, 2007",EM3,81.6,-81.6,NaN
July,2008,"July, 2008",EM3,80.3,-80.3,1.3
July,2009,"July, 2009",EM3,88,-88,-7.7
July,2010,"July, 2010",EM3,82,-82,6.0
July,2011,"July, 2011",EM3,76.2,-76.2,5.8
July,2012,"July, 2012",EM3,80.8,-80.8,-4.6
July,2013,"July, 2013",EM3,91,-91,-10.2
July,2014,"July, 2014",EM3,87.1,-87.1,3.9
June,2007,"June, 2007",EM3,80.2,-80.2,NaN
June,2008,"June, 2008",EM3,74.9,-74.9,5.3
June,2009,"June, 2009",EM3,76.7,-76.7,-1.8
June,2010,"June, 2010",EM3,68.6,-68.6,8.1
June,2011,"June, 2011",EM3,70,-70,-1.4
June,2012,"June, 2012",EM3,81,-81,-11.0
June,2013,"June, 2013",EM3,86.2,-86.2,-5.2
June,2014,"June, 2014",EM3,83.8,-83.8,2.4
March,2007,"March, 2007",EM3,31,-31,NaN
March,2008,"March, 2008",EM3,31,-31,0.0
March,2009,"March, 2009",EM3,27.9,-27.9,3.1
March,2010,"March, 2010",EM3,32,-31.967,-4.1
March,2011,"March, 2011",EM3,26.6,-26.6,5.4
March,2012,"March, 2012",EM3,26.8,-26.8,-0.2
March,2013,"March, 2013",EM3,34.4,-34.4,-7.6
March,2014,"March, 2014",EM3,36,-36,-1.6
May,2007,"May, 2007",EM3,80.3,-80.3,NaN
May,2008,"May, 2008",EM3,66,-66,14.3
May,2009,"May, 2009",EM3,76.7,-76.7,-10.7
May,2010,"May, 2010",EM3,54.9,-54.9,21.8
May,2011,"May, 2011",EM3,49.7,-49.7,5.2
May,2012,"May, 2012",EM3,64.3,-64.3,-14.6
May,2013,"May, 2013",EM3,73.4,-73.4,-9.1
May,2014,"May, 2014",EM3,67.7,-67.7,5.7
November,2007,"November, 2007",EM3,36.3,-36.3,NaN
November,2008,"November, 2008",EM3,37.1,-37.1,-0.8
November,2009,"November, 2009",EM3,41,-41,-3.9
November,2011,"November, 2011",EM3,33.9,-33.9,7.1
November,2012,"November, 2012",EM3,33.43,-33.43,0.5
November,2013,"November, 2013",EM3,40.4,-40.4,-7.0
October,2007,"October, 2007",EM3,44,-44,NaN
October,2008,"October, 2008",EM3,55.1,-55.1,-11.1
October,2009,"October, 2009",EM3,47.5,-47.5,7.6
October,2010,"October, 2010",EM3,43.7,-43.7,3.8
October,2011,"October, 2011",EM3,39.2,-39.2,4.5
October,2012,"October, 2012",EM3,40,-40,-0.8
October,2013,"October, 2013",EM3,50.8,-50.8,-10.8
September,2007,"September, 2007",EM3,59.9,-59.9,NaN
September,2008,"September, 2008",EM3,65.9,-65.9,-6.0
September,2009,"September, 2009",EM3,64.9,-64.9,1.0
September,2010,"September, 2010",EM3,62.6,-62.6,2.3
September,2011,"September, 2011",EM3,60.2,-60.2,2.4
September,2012,"September, 2012",EM3,58.8,-58.8,1.4
September,2013,"September, 2013",EM3,54,-54,4.8
